7000 9266987
24770906136159024485039598488774550277074486464314564628526170541429655345207066863983354898215026 9308791071886190373521016931131996769952581653904073503166638287490893085681547786102531201432603
19077631858108142945125719759200958739322390909768511710275695989420296868342745038832608240818404 5765083157616594818992566008111061254914370707744519816130581908707294282152074893787857494766007
23761021725564380358825026516228685788497965293035170987079524090979310336617636978243261915749201 10045292919563048480245958295735179820733979752824729018836496015734322224043783311645277915711106
31694704986798339437208364691437688816996696499373205308553738742281626237723011653643123872349116 12014687199587895287950335786727346101874870958015300287419625728211685345969961459263725275492684
20856990990601517002663801745874304304668907507977613939368488369568162336059632271358290002649898 9801890851180456503038970866169593876526022177568711140197425009322802745066419754596144198356518
23012080867500209330834831254623553719284925069344965298560180005290790837601252087165814856972489 6851955160853026074777190140937150627278446350994770400780925449466156927021566270421953730125067
21737143174978086815683345050368725684324543334576174144785184132880658790025357054050184680187234 8104925237221554635237151320114141831203319381863710606002751294195356123385733818921542609659560
21654381543936545235039724001541495148762058732745692122042951686187477889193036859826064620871622 8947474212840554465136021793319020637248821272236380767015946301304070491732614013576562084377937
25809821335537114515121436415993346598124315669736989532267610217013414246482695399452148406949330 7510999934994302797065279829444123773881121884403629022064792847251930384957929990079288020061984
32462443854792210851342606175547601390692887055924451340327930536308797100534198894802412913082271 169804254176870263087998988858620313223777575468066090061896748315853602605616451780607446486119
31471389350234127436079471823567414052826553484883903628420373567006026314546062777878293607170796 3660118804400144466135189163177977963925734622704799790093320997327677536863916771403811910318453
25493083060547339963896298484885443218888043327322392838062208906194580064584548030612310426264423 11606645582104917365386641475058116077915752112466357240313287392110411157292237185730129782909908
24438868933617390209322768131828431152267747675914788666594924140442662478512665951103218708774301 5100562623826121660868761358034891514463135650767025267288999325920863233003608634778172142842478
30440965778814962416683351168382134253291613870276810234714652579433570706756916837313684941468220 16266741776881976665562540621912515069667837403446116593588053004709912457916114851010106912447609
20314452008608668077067662546623609067943624260466714092944345812449581913746073264253548786890413 13030954010609999235785048251384171789863102712314973477072064118018695331484987412107112761254575
29830658505397982353718807694716659057102888403988626676717347694758883256074765835819861312270037 10564583287696620263675831145562424604203166980738340464612722317168114739059345709448133939447453
28534552921568305220127682729746528846449219342193750419542284096888881958403157448308747390146477 3140414778142500890502751775853624428543296601283190732142409369991775186840972713626174516638726
34280494340691131598862093552562319749500412021730310609461884465703066204159839287343932935786741 10822648635326257103240201690182116168715480650393272677177998740156123441185241436822000569873914
32154929395101662999639056150085263979929454755736769827937469690096655436620290140557410344523070 12825222379950010636908469076216841149242486360346555750475601929375498186377707656076776415304354
22181133000211574995945235653020473961734164288810671814999742811442526302602437445285348834842023 10044018752426898384324363875393647912476252229165138392246434588769010075469518723911901341725341
21519303433514507429340307397208611971805878691161355980799437576523811135516868118470778790332359 7400669282632822523322331744430945421276291820525393280071232781246098286583262209003232651568212
30344231424478210490250552652919291770536659690051274616070059476061996058581652381559633185155072 12019598424702136795306281375490359937602557996492832891856606627530842269385041790266299707203310
21938916818468432331638317733978400212061942817425755199411760795784004306728645765703447021830943 16785284630486011292282790012732405544817467309038862345147565780807761071549079689965486277415202
29763382428531598942436741325476862901687679875783296664680786552755669265434817162753165756970432 13969036857309007414808409404774809133463821490140621273722413399664246307782881404708794023977310
27841325449952757877687515598907953489038623226243704256101509255068384327768279983620011348101777 425554594320148554287854024993042600514280575063342747544141788840012468388086644895786061576398
27090383908824247604499584363283718173293354329865361154037057477276412851976354200577345291863810 9255088263102289504383876261104346855152055590118122776466473573743240549681663028469818604140851
22269101106265425455080613851562380548305382983904773196238404996806258458683719201618222762285667 4642198003028505747543071706052479722675207711252729918646433023062046068764986380519565766308405
23931412526095445040783695087135913589063390356570219032255916023324314853985836347443742453909816 10643979578311835685640102550904377081660162195589637801375808494072812733031656744722186613717048
26405890994766669382555300753153503036051954386098466219268178353229525395983774081604150253874250 9120643926893643508078987011195755519780977595338202872423317701116388252398025088211244915217252
18811894105038119877902693507595245351908548553803201312641755918942191578064278938310518862937496 7061634676307481372417390564166219184159852239576767025994139790772748666169710412599729844911281
23537708776977894582192585293893914683563798716397976739537328551693885062280388321355710279758138 13819454149557761350025607678052601248027030464657391262459306761591191663930558538585497528945751
24929715644606805091522513104149391899293379907332993297904011722494345343427693141562624327583353 8005031825146360643304751180964448881730647012671191078805980109209784092970120854605271450214861
24878939952651805306158846877702614218954065301556925438566402485425966548632399599294733778638785 5697814981484051395306561215152299485219482765868043686404962872475310735018961488504514438091010
33489270280268487070233076124312466799144960599741470527980708501638413955386885600372826670983977 5466942341585531258477802562093830963454955826050299545789198016163983856223789323687337793374522
27016216537016111104408960114175743450891438003830710537264085977422090188807397843545808046354838 5132510192156904835652966051265334907744671507459111617959522352975499767568285320137187543206390
32844766551194044187799797045962395022719039812787747399583834459553903077330011578959760270388739 12099128715956232040428789128546641318714936420347745509828670014718977208293977204223150863618834
27345552133113185503286938773521332227261728325671340330454442945533172224932304172470584034774841 10701311955693214571755259339269778560583867388675596234247113407980209991856104832662784310454829
25754233269203059280888012335694340235258437344533957386542321239273236054268189034247569295722038 5359236357245153229437882136119589339531849543887233368486009777861434942337887039083767388424414
18951121569505265495616756915989636020170473356012548464518645533874165235745813098265529146098375 1171450745799800850947246909826267443016321714247360138259588621319631473303944214951721332990541
24132428480231478633749284175459411269476927678752794436878191256127205544432089005943855628802852 977237767210206913496837942611721331256446871139482950689500418143068933592771114277751488459984
34297325913338501887694742181630730959125074622183694012875633340375661534589299511905112636384535 13126959051677771539293491034946359159914149435695626837015529954883957372831255557781348232199826
20923712364159833883757853060351464822497057537173487387976939254954688834551222734805004654863836 1025107576744747713654911742854653741720794215124208476111108067713091954209833859222443206020886
32762616291404535126168687652075709988051984804691181782084303894469155019770233386013341237745664 16956382109551350222396876502004974334034386292788379524045155777435086478585320816913362943322834
20322103723961541429326353611439016663873556295699457890136888708561588417143053617499521331341067 13936207481999799341767055977781865819012107775864821799636006074506728687271028300824798567987834
32161123278290506389762094011837587111433062158461626362855451052422388884344820485818081370746945 2518538271373636739654561959343875744842557316639127375325438196316902050571126808110941155918507
30540709380889741424217816903720536893568413381923887093515479173957654769739284039213574178593261 1776317142804396547579052105128476044411027622755328800656462157434007687873336381697367815136937
17635909391168359964654680909328675773752736112161661025132695065046636091138415978041486545617604 644466748410441566004755198634162248035606259187135023423606608422508884799606088662525416887198
33276858695415871582272588857083416324478046677450531515928008067910076417007216029058700552294612 4586334395087143251783738014802128214957105949600135940435966516874706693718817131857712012927723
30329128526961140960064949665331375805376549150023803903280570687676487918569774504176366301787269 422558109345666404543236196172883183764293809613474849015344847987149417152419394064935107281158
18714957931266928808656364950163172185516219155667785596294515684561030126058941648922884077174165 4740196502082319932964984069444459282674056453853297903151002612536790937367716334562953215460802
21202396057742689483642211634372838129820644419944013885483691401887892654996373951460049847558365 594852433202399799817855949921490108513579601637727954113522571937142122345463088937097274580365
31494992485339546170898825548111996552360848336212887890812725615841961404218154672819174070316108 13455760034809235184063164949948539355815820979703775521139333912249117179523027839992734923967589
23638794276371579748627386675241440043504779884165160221678235283655144761469067521851705287772827 6139851894413913480796964505791690696847468580071218070367263749430776248258797446611531600715544
26452638168386767295494706124988517931492608568562016671948583383851857747333616959886052806036103 1474678818375993315130339845716646429509941208053008174789847615494268658250269719108104791956791
25540032161749580497689568493532690376855689105662214574514770682930155767355121758192613929008998 15596401525123644012515610476753069152890068432771320732341879763991795783126445337940168700229349
26454904617008904343943936506629119019466255123426404661874912192438535943352566137328178595161997 4817229086252220998294775078092572532552457831249180008674641436859024665093970432423818524767649
27286831206088056745646619217148914073352064615943822905593492508170199776134655369657996286074283 3562229417850086573185162597345048778862939393093855565055980136347276912671666404139106759987341
31708261149655780591997850384719735558445900872872188697718633833865723953234644441517720180051831 865922499290905764411556132412029707418449678859991692227500738375821403823822089974061883430633
22962639126844117746570513011788729582209728064225174788656604274419594329649887297344899450463885 361315831997653912185587799129032027544976473753789919095571901365105367477049860192174969350240
22601389062478922988213447857508251072176613715932952043638599741471489192901990106276593146702516 2611185207667609636839305325633278571558426408478696564311682014891602455819916905470200669588536
31667911673562433164029407278993568947730462827481733085179598009705417315042609135096337949777601 5923895005442450703726592236570571944500676021666729803650079229759781066831733583784790177269113
18364943055674791881542855511306615398142581962155604568671027893891313597647891197057420241775575 5702560348749247984339617325540188293467955257501410488785476835443778467965715953648775436230887
18480543071972167290254779631295655356727971320833592756410313622578401315157166167951056917848371 1944855020295919681202506094902140029503583832825484752793540978089161717594540936135203312927734
33054339576140869093906998960648729989766531229396106076844124380597944341666053841553136741587893 15091555658701468659787960397494931168948065522994309196753407636253516968703779874885072768705782
20414953340174330731202133245529567910054288131222317358087697587665486773258290148196669157844935 7586603880447921430406636203001180930397145030045650534353447993422352256678289843404324041339746
20832008441527601491629428965267901315942909136657868966438006647195083647334372832496949231422567 3954870973569398995849930838494485475702821016652610334507555141303929220443788884915448718114485
31936785617132120092622260403339327413929027593940379330799934067831252053759465723505148295754101 6289437884636427200599028579294960642408619161191392443401662182545834536293252947803523213157623
22939512869508849833582985136032835182637340801163718983362413157137644377563370589765158172325593 12965693079344077196309307734466587833616496739817322584606795982204721881596511858675745464759985
24133086877445560695105707059083581041730913742968141093325044437231351627666427635669245508295196 5104562737807045803568012074770244734420481792419391099075869259354615054234230554885082042782129
32796767774857660740503772094289900371869983139214955348842735122322031924655201672690465989320320 10648747848523364764509515418117351960553528068081677077952028973865109771767071971155015463999768
20819118596082330336354172432427152253174032769176296743969236652466538330990849248313841346991422 7277488944390002988272760488183317596199159302732048943177786652570705826115408838923094689502897
19758299235432410813664654204139635671771210039180671165348503665580005254114470423404675836501221 2466067049421244496353794925899035759672034809653898930962379690806992786471857427412130052640121
26545483018652068816396144088514704477503612155285716727598498123855989225488054360895133838039806 12199467108641026196822361324000839010737858000931794029819818825716586514406970558491421082160227
19563684042035019113902498544659731219635030137527939813738333751469081319015790295035131038366808 847576010717511256878551177399112259262112035152143264889192902044381237698562097154448856080307
20652774902615592527012216458468069656530416562976555093463512981284347616764704191248833734138559 15080262364554882275180581173735730325076747237921800955244439232771786745208441934552559222877254
27290435879765177497480102898744760400133700583753502746547131921367202138322374756280428538102755 11532416767664700264799844544265534620600236730451295540808147405853132862210106496319375393366159
30170778919990785205473941542460740103395695455732888875346512082157255668531268083472491624247045 11516990926154518006287618340305361271029885322749381929570982639662270449931139901518569628598073
19994053819678482829494824286410126486385380552449913639644037156233198069407331796630527814862920 9192406675782785642918857156547806392053415632501855728414492802058667780406447084948966745088094
29481587228546596698689355691524001046676415288190439925472991315363187150120840030405744693169533 11561055935048226581589784662300869717553798470628836337150629861171303941825420043925142830329476
22031903243698460688076677533474684234247580900438276751161126025781943658297507353948413081569091 12443367077977798211301915770912895674169323050814740671317294364579113842773020107380862908411452
18126763747189115848826885422537058655707754929187037401943340490605452116793316469417515406268664 8275817542420431060403406340441524408653895097526461240785890783338956424534587018704471045573591
23988214628636815185121625068248125658238083634234562665704542872990594613885306964878676470828668 10443796356887115057086232571984388709353809030682446126440087183125013742226280949868883277696604
28176360426029291218291110817137405224192931824794618112599364597068690233287172549459554543888833 3684278486837271647737217481219840317608630342729139121072366088326569134919618988485257220685006
25143670601051469981930091721268051465380981285706777728399843896713120074086945939890592987790700 9129387149465308059753588601739843523452684578033180420915318769708049951358225912331987134503474
32090681021668868595407918289861766289432613416475060176096046374027282767695354123987845539429021 7151205008880834452986127823674605703959064941814332180541014206921504547724065544120461665147005
28621093040853396747198495461092352272957008845187295862839035608350819060188906395725941442488056 13236471028648764811113045994644217698595884322376024325463742430082375297250969983202597156168942
24687756051791253109825901136094070460174130397828877104966745809384309699592755103104005092860811 3832649795390776579444529203566570593259799047276492424301794535359275789449317508221605767857183
20386600227300578013920831120747343131589566476770164223611245681863277668634639775488560765373926 4117072706189218194916007345762406526415139699264841527200281775836757735677338965309139297867968
18054060875341296187912318135669357552254221350070663552352365733734083501581729612704031357333529 10087161675154292886555408533324639091998528201261201265045460674955418103039688309213614307024132
30156504666569854634285379883166883304237685346063057864179027818765806703914590008941675868534017 8279846649867844886018568551708166919282925787407811479438178247897546267066387654159277737917094
18318732311876648406368160275444850139836211305591881183674541126217540635942664763035862983748835 14491578965470819320894046427205863327232649893322596238469553200667930378137682039776548135762749
33359448262309023875328757388175246473489834775415573729129042529674339299838939042074202961819290 1438241295298423384834712038546564779651283346919390132163871925846199984242182477156438617873689
21280036182314577947416359787523631356074909602239028891768118788740936512788884923324735362752996 4627788417753611038133019750073508793287137351712291537359771769557520970815713456398321707498597
25068900059160541985519821284100213369949068294961204187109114130154865510991721507322622055925048 3591661573888569030918290874268365441100896573633745023932263350600088981959957236715200172234196
33629429618431671418837712448758808856880127052704394318298508066793887668263157823576942799673076 8169590195483325748811736126107508536375151933374360747313917219012191745104777874094374083066056
23831590627273696877366632287077192614170783013691820345421748179079098388719042293780943442508362 3974641247768707278504159095578847872323000164660634374293789836682142576458777545136517787172521
17852867496757856159541181527466745047203886847643923438585127175156040209318940628410497544514671 5665129272022244876585954258735157652145737522686054843651888102397709171752951957774968204907398
29044092990855327520186739069064514054678454307379949805670773479481717729538153922302149231856851 13565526257547594661275515222413600615742744273129715516789962127607928707813499157629650806500807
25238150772696486854053120469898155272638972622109012438538280639140604133196712568262560757518158 15760837460403197737272962481553741436273081397438067319155876302539617305691688244056943872150073
20425014919632724964059568648130887686404851966500593323769430558413136897202331026277969544793792 11874172110024818457121797466390765379717707603995365310777305113817457810495896059476602664134435
20442854162494318328801535304285340774619891220424357431137088347976659864986848353172227286959261 14280047669112694489517017123342094512005228915411655487426660955522147310232926760381155894312283
34311405014235306108203834496130434551046513513367684385152666924434009881172907816189628326664117 3934197270058601260495940151634542589126632947016898533524616650219114807116960422080609667149942
31356770323403902835036344371803176116977261157947040039050150519129573445694580106986928902715798 10553867404065256238081851589756151996721685653139120855328643990648376876833367157327510191800582
24003047693840295322344742736039676783428730323169924718620517986729769056964954232193168841478547 2018948996842610886081642863033924681279473749497018319806288661798238278169281884334146021737993
17264703199955363200947754650621256199754370146601030264073580150647259146195757110276884337439199 8918228394452493198673534480707237905891992078339450732740566235423629702650245637440065195424862
20286955905224390314097437847427549540508049348833689963089256864447210974520497490937292849482683 12424978388942966968992999995695523329281717789133358444998260549661985362726293553946119234843321
25861418802425395010881681865472884635189536254831343681171461155348142038227149469213113327622070 17088884637865632991621853978689190341938017146609984788306061807037599190137582661372442658801822
21131240454824059746196457572246987987491037796275253863802512029764574566561147056429833903035117 5904252822738864879649360769112961142360974109304167128654988529894751532880012293736158639588718
26733132180640753805091866157861710491306313637267137671718472855035414609963429352575202752978387 6603702588091869558037637826358976931662408509043500288189087644493684321142921339737199571868623
18442905097817951263413351538322680808062711673229725121053403951555118480260274471024550666638921 4473752802788621237638054280511160421826170964828378115918340471486600888050838338047655889813020
32154606542653530131398751741235583580915766887545421811646435388125985890268085289778735243879795 4891089572466744722634696595444610927818571439798481464556015796105039545074668463818901467336010
27255344212131436868157187426879520238911169066065774658675273149613528667142642170690347018529886 8923138265285426871788699709153373001957477348863435355692846187533320496844896600104380055497347
28052859521755669989339596583377520399501160639545768225420793130257745117252033686718744287006515 9678045973238498176471256056756873852030390286756899749723384804262399908222713174351822580936788
34420768103564480528066521921523294761598942704261918094504678990782694352389559771116721852461166 4215850500464697509135291663494911929688294174381104024046229811900608576801630814508092754921543
30652347438612926465725138155602206376523570534176180996077050201276737067005923940871946082473134 276465073130000703499314224621080419791661778770288143875203604785288066170217576537672384681329
31803308904518763108998638611691970260683754305986968278876280934184497144510350821385083930511651 15087421809329166160250730520057448802123153714152697021500087407702064528968671193060146358004447
25476021281598279642742005613185073930477913779408086574294125622013021527086138267794638785577170 10427444461964183047119647590968496375308158227946326768207011144219053547639412451862939941796192
25778211175802533362638786003236905847027055228445160259329105328900207253677952170017425061543022 13506966427868559186243796065426128035611885665034787965982926233971586677330414367341936443955828
31889690981872519867624276211982254318503377932637215686497778648946927075587720459545291581028327 15077464319883334962440814818809883618945557462522018283270347651341905126566339110233176901129383
29355401400721330441250948276231919999642766576919642724593668210018352756815732320343743894277718 8768411704034021154064787042062471997694701854506739862305637648181409739672091013270881453971521
28773396362917430782807508667942083563624058607198121398864778746477364104289967462930220610541408 15707300389949587753214590161924044818272231267135617192588748847289920308039134673246582669143038
31939647361840020058357539423610417829700035518617276825032666948090183413277823701374100911404327 6164221284889279931308144995412677746632048646505027063879852189238768436848469070253143600680441
28812035541600603801825370039478316140820748177986652949773314820972925616151991754590704180887379 14736220662423150630359781488998079376568952264270117371513799557255295221748792044633916217653239
24063267978242816179327538456482991600232112207153004711423220467638918283452632713668233687737954 8305862091185101644792876070616688806741401137845805563577653372205509072047481634895551210753848
27666850279069688351355601036293677768221368349880114565189194598438273855360160820179398550226274 4462938628111252107820161527389350848742237673610642539976917605535319427893492292877277167835743
32333933234801478952111635103067930769402900778513867615854516291485389290387701778511779208406430 10594781371444539078641577407896605001662419259502989356817630174183589562812105413024789669269900
19124790040986771638577932507916781801185424793679548368127530821930481014825392322542905367875229 2555449182519952157698893978597587045534185134125703636748458602432346807482716983809720275198905
32251852099435575354468920790321820739219063677801173825559551793295676512450689542804115118159956 11239551499265050774851113283836511411694943999426186153430692736472121609671576461906121901609264
34054187689708664571041235491091175035279200170294638290612443878382079830609442141941680862623643 12774899609665081573414748990123428285742087243520480554734107335083066095061923314760165302662232
25577535004171944442473399057485302982630685367462760805753305525651885062438751089701768793234530 3414393173909349335744058735648396712742137704185105981973288149957742093620270643963621357837610
28509423803621462792400190641808303125378030110668707006578440169872622751157177152315020160136498 9131055479580252098509201110182845628872051698554605297506720399939383579654212681955404951614344
22895928886860874115613103783034264658304638138447141796954793132842749058919805692561297038712667 6918872369592868294043191094635740572184702704105755071433132729606112425931150573216572062562074
21718530461098088965232374078895238440240772316751889487280202803034093873575223297299846981540795 8288373718889043987204434592581671170157301027511181620890636749373476976755307603888340229830395
28937591264108723405489432040511509948108398030097370123142674596760126294933565420637280739646785 2178127757479457457592037920028850797753263259919155494225386033899165973977110001931764238082070
34109307297035762411994681235735889859361955549734248791557879283145395576707008701675928533730281 7000466582790693227992523440896967022067718410904172985019431508657944341315769969065201030404489
22171293051261837296650617837581853172326057946357685537314977783775845250454459913388252630537741 7338939644466418818166667991072659784090168976261889974640714546723092191559546642142438944893541
33506592433257239101607800542812822036826548414980069252672652795005431204344926964431841743629213 2515070387740003236416982102436333349209628567232522243815380384917541916295220232304724559456844
21859795660808553014847098938606616684734922999949732421856350451396178107775670422721967084252146 13613535971347736411909064993622121900742360303699539149003853048080449331866923385378197719349736
29880329570841208331655396331481372447978202001039886131894130049529555832249090560038829443331172 4347829631874775487508332031806604717080862922776221206838219758648745266552037562813085376903600
27110954284504558446535477994400041558681538243754861287006765107753784618662194880916366282395322 10599196232399536986216897674075340824946096512921915762872380281356517436393950970438744355263687
23565445248081983420672479561386274457107437348873877309811575968420564823130736643219677432802068 17120208720392082556698971012984412306169481995185408484884423208006634156438673472880105659929257
25396654017798299857246258601568379860116409806881631800115979482848439793014977180526887978892789 10585368709767706859756613400463222490868299225141892539143156717138234687480178419221015102446924
31165876950471862407158805362096621543508178746014090574856841961294141179459322335233649820734118 8724925667448278778972931089529480035100628154493509911058714455485914957422521748416548146777355
24183058999927610502659815161504416582940389337684029219788077164605529199034277905308388602579131 16576139991947958723189747218223755459686189857500846080191013014563333833876779195439354755801825
20482384979809791644987166781730446889977703015928259111176872169925712759117789558305568393373352 7446307876740704048014789523242282419124410873225730037858928658772564709911499242351681244791726
21333182566413037075911281869084894107688469806210350115669837655508076724984616357909446311447362 4223923334766869921799656060838566970204514047798423177552817961762607730680609021439579435026650
22592864934584083193105647042537905208843407450574807572478977989298395956026656145028923686929917 5697413190933869492859790674985226678971458204973613062927316677053922736717510731844480556241042
29507027727783842910198168719134177168748879057633397700172657136635105138181625812076978727108274 2721991699681309891726671616346942881264711042249558429177800731831161094817517529507651982353564
32892516500787057224386251178517329238354914929147552259196871046176405322294856946385436540509128 12097779492782517851404118491962200830148058385891684598603737979545138441792744930752891650804931
24892983282134188626693427831629285784743658555986730485365124447996697504940326007893007005895969 6302826738717598467613328554978477457658282159461460804529954168782450194299278206260623690772139
26237823184638320734994162731371630003306280400882775173311445548787622170239255877759787985059079 13728092501480096196038485248658198568054830213958776410739845531490388364476303911760738299682604
20001956469630229634107633186136636037721183943022043985020343256875728717419498586394873612659712 6132170004749597581428995270535773156743122994247946482593629418683218919312795771040249559234500
20379623171966872909743111613716443168483422337866440731996353212883286993949236181348428964228252 11716259501074407697797509535815411317721181605493443476725260322083406132238499440894424837429089
21623213791170069783772797679386766057694245022847726958748146392184956807097002447067556870077014 5751318050682696575129464740291871237236248646895277744391972171014887953783798970940338614672657
22186559599660506061484980965361244540757351504650167941654063268036504062133621073955290771880974 4340814410556654526475974715568166761912926168401968548561581054704792524334570362330057475374992
22605487410029848505227348030693929061189506684158310922500280669377159874026072617988314684033312 12000124821987345721795897685314171970816843035968868340592966368286057390205314158846141969207167
26181257008785342712401182249902760131358875569008317622280570597134658698265028013748194588485754 14278813511577822369359401082881485407924622368017647067733285730907122227935730794428782531595943
29188172916213484396637780383109113075298148681280104150022060703543398973772564251840657444083712 16344915840606444494658183306767319518230138165864361989818689829155777219249880487024981954721744
30862384363235410805427814506700560339049802236087695124957519683892275221958420159055189363725074 2168341971381241803363938292630714118658376610253072833584302806007422953255557775166102353118734
18293434327031644548562258421174007631002963078519271961922204111940062737201393992153764450336353 10002119408031011602596732485073659882049451295585043367132603499729189239108295200129086543589351
21091136795533506761460383694885353622451531195783697087148307456433062165662273871302759721803539 1784839801765358295451523815492686128852457447139425924064065581932275161463736757850831982038203
17815184016550535115007498801971225298360514362312087899594611320823630607809772722195585770652483 15619729041966252395007412826161245873332615188595003414878824762016041945186600401058531843263019
18159991182917438165116988154666929253955285240782985089968281696994798575814663622558556612296153 13455834644002245447008159677997870262523109608620368472123705633435292969955820130101459389053710
24650659897432118276725222307775525444503070547061755021168057482861282234356234260995752396770102 2911324342833371540293951683396296526920047517122890394581847820354642636406784800981640456045381
23740432969146620969739211032115240756817509435798722966428985872528760887607195084750206551035016 8194205137372385409578596316942703600724376525477414536821194240551305498348826746706900264097166
32157792981107698361668115089289273316214891226365897251987486977418652004211253980315650983769989 315978616992608932482780853449813467248482760075558088900130950804116026471345672804996355357187
31931277275302208282209485542699590421472823044205504691460917204598869793887881793697518807917185 6965370042626623321234948855556514333220582083763052873946849602930255109295201026983183102349816
19749023964296786781086942774427277694228471805481068638373019708224899874224797873535141706725995 12553127594493224989848301990741018954428155396432556750871718829635724358746761341597844884763941
20845361001040825214686158420516399320152432733457519266250526255987732352508825679500428916983699 1138351491680764732167908164488640773035164209903412665283041029743929906564035695481464594261460
33682795615569981337757008805109389409970327176610182314109221008587152209844105099014634695859388 7797348731797609133643771175282696453579490718276292490280526633487241005193388849990869589664465
34228971361218810045852513889493396506530447593006254354300920606439948390734649358084307854165925 9709049494003067502179062092047828003883414406254669144612888524107978103924181890661611820306737
32959941266469225145923949293287253590520599248632909176619040531406441200966787828876698492158011 770148243551913815311651198459496129474788149799086634918299685121194514974289539467362784643173
